district,thana,year,quarter,deposits
nan,LOHAJONG,2021,Q2,751.96
nan,LOHAJONG,2021,Q3,775.64
nan,LOHAJONG,2022,Q1,896.51
nan,LOHAJONG,2022,Q2,975.78
nan,LOHAJONG,2022,Q3,1019.94
nan,LOHAJONG,2023,Q1,959.3
nan,LOHAJONG,2023,Q2,934.15
nan,LOHAJONG,2024,,882.67
nan,MUNSHIGANJ SADAR,2018,Q1,2243.27
nan,MUNSHIGANJ SADAR,2018,Q2,2285.3
nan,MUNSHIGANJ SADAR,2018,Q3,2362.38
nan,MUNSHIGANJ SADAR,2019,Q1,2468.72
nan,MUNSHIGANJ SADAR,2019,Q2,2556.67
nan,MUNSHIGANJ SADAR,2019,Q3,2664.2
nan,MUNSHIGANJ SADAR,2020,Q1,2725.26
nan,MUNSHIGANJ SADAR,2020,Q2,3095.58
nan,MUNSHIGANJ SADAR,2020,Q3,3363.48
nan,MUNSHIGANJ SADAR,2021,Q1,3380.68
nan,MUNSHIGANJ SADAR,2021,Q2,3320.99
nan,MUNSHIGANJ SADAR,2021,Q3,3432.53
nan,MUNSHIGANJ SADAR,2022,Q1,3534.66
nan,MUNSHIGANJ SADAR,2022,Q2,3554.64
nan,MUNSHIGANJ SADAR,2022,Q3,3441.92
nan,MUNSHIGANJ SADAR,2023,Q1,3716.32
nan,MUNSHIGANJ SADAR,2023,Q2,3795.45
nan,MUNSHIGANJ SADAR,2024,,3838.93
nan,SERAJDIKHAN,2018,Q1,1234.7
nan,SERAJDIKHAN,2018,Q2,1256.89
nan,SERAJDIKHAN,2018,Q3,1282.16
nan,SERAJDIKHAN,2019,Q1,1322.05
nan,SERAJDIKHAN,2019,Q2,1364.75
nan,SERAJDIKHAN,2019,Q3,1437.17
nan,SERAJDIKHAN,2020,Q1,1447.35
nan,SERAJDIKHAN,2020,Q2,1624.38
nan,SERAJDIKHAN,2020,Q3,1787.93
nan,SERAJDIKHAN,2021,Q1,1783.04
nan,SERAJDIKHAN,2021,Q2,1806.32
nan,SERAJDIKHAN,2021,Q3,1867.65
nan,SERAJDIKHAN,2022,Q1,1930.35
nan,SERAJDIKHAN,2022,Q2,1956.9
nan,SERAJDIKHAN,2022,Q3,1898.81
nan,SERAJDIKHAN,2023,Q1,2080.85
nan,SERAJDIKHAN,2023,Q2,2116.26
nan,SERAJDIKHAN,2024,,2106.48
nan,SREENAGAR,2018,Q1,1351.14
nan,SREENAGAR,2018,Q2,1347.86
nan,SREENAGAR,2018,Q3,1359.67
nan,SREENAGAR,2019,Q1,1483.64
nan,SREENAGAR,2019,Q2,1526.13
nan,SREENAGAR,2019,Q3,1610.13
nan,SREENAGAR,2020,Q1,1527.59
nan,SREENAGAR,2020,Q2,1708.3
nan,SREENAGAR,2020,Q3,1853.49
nan,SREENAGAR,2021,Q1,1950.38
nan,SREENAGAR,2021,Q2,2012.28
nan,SREENAGAR,2021,Q3,2133.42
nan,SREENAGAR,2022,Q1,2268.6
nan,SREENAGAR,2022,Q2,2282.04
nan,SREENAGAR,2022,Q3,2128.44
nan,SREENAGAR,2023,Q1,2313.71
nan,SREENAGAR,2023,Q2,2350.62
nan,SREENAGAR,2024,,2293.44
nan,TONGI BARI,2018,Q1,931.62
nan,TONGI BARI,2018,Q2,965.21
nan,TONGI BARI,2018,Q3,1020.26
nan,TONGI BARI,2019,Q1,1066.32
nan,TONGI BARI,2019,Q2,1120.99
nan,TONGI BARI,2019,Q3,1192.35
nan,TONGI BARI,2020,Q1,1199.61
nan,TONGI BARI,2020,Q2,1300.43
nan,TONGI BARI,2020,Q3,1432.25
nan,TONGI BARI,2021,Q1,1503.83
nan,TONGI BARI,2021,Q2,1577.2
nan,TONGI BARI,2021,Q3,1620.66
nan,TONGI BARI,2022,Q1,1621.21
nan,TONGI BARI,2022,Q2,1688.23
nan,TONGI BARI,2022,Q3,1603.08
nan,TONGI BARI,2023,Q1,1787.5
nan,TONGI BARI,2023,Q2,1885.42
nan,TONGI BARI,2024,,1828.52
MYMENSINGH Total,nan,2018,Q1,8901.73
MYMENSINGH Total,nan,2018,Q2,8729.32
MYMENSINGH Total,nan,2018,Q3,9045.57
MYMENSINGH Total,nan,2019,Q1,9856.02
MYMENSINGH Total,nan,2019,Q2,9807.46
MYMENSINGH Total,nan,2019,Q3,10408.68
MYMENSINGH Total,nan,2020,Q1,10981.94
MYMENSINGH Total,nan,2020,Q2,11302.52
MYMENSINGH Total,nan,2020,Q3,11708.66
MYMENSINGH Total,nan,2021,Q1,12421.03
MYMENSINGH Total,nan,2021,Q2,12259.68
MYMENSINGH Total,nan,2021,Q3,12690.56
MYMENSINGH Total,nan,2022,Q1,14282.77
MYMENSINGH Total,nan,2022,Q2,14197.17
MYMENSINGH Total,nan,2022,Q3,14255.25
MYMENSINGH Total,nan,2023,Q1,15591.07
MYMENSINGH Total,nan,2023,Q2,15725.81
MYMENSINGH Total,nan,2024,,16134.45
MYMENSINGH,BHALUKA,2018,Q1,998.09
MYMENSINGH,BHALUKA,2018,Q2,995.27
MYMENSINGH,BHALUKA,2018,Q3,1073.61
MYMENSINGH,BHALUKA,2019,Q1,1086.83
MYMENSINGH,BHALUKA,2019,Q2,1139.3
MYMENSINGH,BHALUKA,2019,Q3,1197.44
MYMENSINGH,BHALUKA,2020,Q1,1227.55
MYMENSINGH,BHALUKA,2020,Q2,1311.46
MYMENSINGH,BHALUKA,2020,Q3,1389.9
MYMENSINGH,BHALUKA,2021,Q1,1486.89
MYMENSINGH,BHALUKA,2021,Q2,1503.37
MYMENSINGH,BHALUKA,2021,Q3,1584.13
MYMENSINGH,BHALUKA,2022,Q1,1699.19
MYMENSINGH,BHALUKA,2022,Q2,1701.54
MYMENSINGH,BHALUKA,2022,Q3,1606.27
MYMENSINGH,BHALUKA,2023,Q1,1776.15
MYMENSINGH,BHALUKA,2023,Q2,1710.7
MYMENSINGH,BHALUKA,2024,,1840.53
nan,DHOBAURA,2018,Q1,61.47
nan,DHOBAURA,2018,Q2,56.25
nan,DHOBAURA,2018,Q3,56.27
nan,DHOBAURA,2019,Q1,61.74
nan,DHOBAURA,2019,Q2,58.98
nan,DHOBAURA,2019,Q3,57.99
nan,DHOBAURA,2020,Q1,67.2
nan,DHOBAURA,2020,Q2,68.38
nan,DHOBAURA,2020,Q3,69.75
nan,DHOBAURA,2021,Q1,72.87
nan,DHOBAURA,2021,Q2,74.09
nan,DHOBAURA,2021,Q3,75.1
nan,DHOBAURA,2022,Q1,82.93
nan,DHOBAURA,2022,Q2,83.84
nan,DHOBAURA,2022,Q3,83.51
nan,DHOBAURA,2023,Q1,100.29
nan,DHOBAURA,2023,Q2,97.74
nan,DHOBAURA,2024,,91.51
nan,FULBARIA,2018,Q1,281.05
nan,FULBARIA,2018,Q2,276.51
nan,FULBARIA,2018,Q3,277.62
nan,FULBARIA,2019,Q1,314.21
nan,FULBARIA,2019,Q2,306.86
nan,FULBARIA,2019,Q3,319.05
nan,FULBARIA,2020,Q1,346.95
nan,FULBARIA,2020,Q2,354.82
nan,FULBARIA,2020,Q3,358.53
nan,FULBARIA,2021,Q1,396.62
nan,FULBARIA,2021,Q2,411.94
nan,FULBARIA,2021,Q3,419.09
nan,FULBARIA,2022,Q1,462.03
nan,FULBARIA,2022,Q2,479.75
nan,FULBARIA,2022,Q3,487.48
nan,FULBARIA,2023,Q1,531.59
nan,FULBARIA,2023,Q2,534.74
nan,FULBARIA,2024,,528.52
nan,GOFFARGAON,2018,Q1,396.59
nan,GOFFARGAON,2018,Q2,402.12
nan,GOFFARGAON,2018,Q3,425.09
nan,GOFFARGAON,2019,Q1,439.78
nan,GOFFARGAON,2019,Q2,446.86
nan,GOFFARGAON,2019,Q3,475.77
nan,GOFFARGAON,2020,Q1,478.16
nan,GOFFARGAON,2020,Q2,505.71
nan,GOFFARGAON,2020,Q3,530.86
nan,GOFFARGAON,2021,Q1,565.42
nan,GOFFARGAON,2021,Q2,597.99
nan,GOFFARGAON,2021,Q3,612.83
nan,GOFFARGAON,2022,Q1,666.44
nan,GOFFARGAON,2022,Q2,698.76
nan,GOFFARGAON,2022,Q3,672.46
nan,GOFFARGAON,2023,Q1,727.57
nan,GOFFARGAON,2023,Q2,727.66
nan,GOFFARGAON,2024,,718.85
nan,GOURIPUR,2018,Q1,183.65
nan,GOURIPUR,2018,Q2,173.5
nan,GOURIPUR,2018,Q3,174.74
nan,GOURIPUR,2019,Q1,192.95
nan,GOURIPUR,2019,Q2,196.55
nan,GOURIPUR,2019,Q3,198.76
nan,GOURIPUR,2020,Q1,218.7
nan,GOURIPUR,2020,Q2,225.4
nan,GOURIPUR,2020,Q3,231.66
nan,GOURIPUR,2021,Q1,244.47
nan,GOURIPUR,2021,Q2,253.42
nan,GOURIPUR,2021,Q3,248.33
nan,GOURIPUR,2022,Q1,279.44
nan,GOURIPUR,2022,Q2,282.75
nan,GOURIPUR,2022,Q3,281.93
nan,GOURIPUR,2023,Q1,305.79
nan,GOURIPUR,2023,Q2,316.9
nan,GOURIPUR,2024,,311.86
nan,HALUAGHAT,2018,Q1,227.86
nan,HALUAGHAT,2018,Q2,201.55
nan,HALUAGHAT,2018,Q3,225.31
nan,HALUAGHAT,2019,Q1,247.47
nan,HALUAGHAT,2019,Q2,243.02
nan,HALUAGHAT,2019,Q3,249.6
nan,HALUAGHAT,2020,Q1,258.05
nan,HALUAGHAT,2020,Q2,244.33
nan,HALUAGHAT,2020,Q3,252.89
nan,HALUAGHAT,2021,Q1,274.11
nan,HALUAGHAT,2021,Q2,274.37
nan,HALUAGHAT,2021,Q3,272.37
nan,HALUAGHAT,2022,Q1,303.56
nan,HALUAGHAT,2022,Q2,302.04
nan,HALUAGHAT,2022,Q3,327.54
nan,HALUAGHAT,2023,Q1,297.06
nan,HALUAGHAT,2023,Q2,281.05
nan,HALUAGHAT,2024,,300.42
nan,ISHWARGANJ,2018,Q1,327.13
nan,ISHWARGANJ,2018,Q2,302.15
nan,ISHWARGANJ,2018,Q3,300.57
nan,ISHWARGANJ,2019,Q1,317.85
nan,ISHWARGANJ,2019,Q2,321.65
nan,ISHWARGANJ,2019,Q3,320.76
nan,ISHWARGANJ,2020,Q1,335.52
nan,ISHWARGANJ,2020,Q2,333.22
nan,ISHWARGANJ,2020,Q3,341.13
nan,ISHWARGANJ,2021,Q1,397.07
nan,ISHWARGANJ,2021,Q2,403.28
nan,ISHWARGANJ,2021,Q3,406.43
nan,ISHWARGANJ,2022,Q1,457.21
nan,ISHWARGANJ,2022,Q2,454.74
nan,ISHWARGANJ,2022,Q3,435.57
nan,ISHWARGANJ,2023,Q1,492.13
nan,ISHWARGANJ,2023,Q2,482.98
nan,ISHWARGANJ,2024,,490.03
nan,KOTWALI_MYMENSINGH,2018,Q1,4984.11
nan,KOTWALI_MYMENSINGH,2018,Q2,4906.95
nan,KOTWALI_MYMENSINGH,2018,Q3,4993.58
nan,KOTWALI_MYMENSINGH,2019,Q1,5450.92
nan,KOTWALI_MYMENSINGH,2019,Q2,5371.42
nan,KOTWALI_MYMENSINGH,2019,Q3,5750.12
nan,KOTWALI_MYMENSINGH,2020,Q1,6143.75
nan,KOTWALI_MYMENSINGH,2020,Q2,6273.09
nan,KOTWALI_MYMENSINGH,2020,Q3,6441.65
nan,KOTWALI_MYMENSINGH,2021,Q1,6761.56
nan,KOTWALI_MYMENSINGH,2021,Q2,6470.43
nan,KOTWALI_MYMENSINGH,2021,Q3,6750.88
nan,KOTWALI_MYMENSINGH,2022,Q1,7849.15
nan,KOTWALI_MYMENSINGH,2022,Q2,7679.61
nan,KOTWALI_MYMENSINGH,2022,Q3,7814.95
nan,KOTWALI_MYMENSINGH,2023,Q1,8673.88
nan,KOTWALI_MYMENSINGH,2023,Q2,8844.94
nan,KOTWALI_MYMENSINGH,2024,,9086.68
nan,MUKTAGACHA,2018,Q1,437.91
nan,MUKTAGACHA,2018,Q2,453.74
nan,MUKTAGACHA,2018,Q3,485.67
nan,MUKTAGACHA,2019,Q1,555.68
nan,MUKTAGACHA,2019,Q2,573.19
nan,MUKTAGACHA,2019,Q3,593.38
nan,MUKTAGACHA,2020,Q1,616.22
nan,MUKTAGACHA,2020,Q2,646.95
nan,MUKTAGACHA,2020,Q3,673.09
nan,MUKTAGACHA,2021,Q1,732.38
nan,MUKTAGACHA,2021,Q2,754.39
nan,MUKTAGACHA,2021,Q3,769.15
nan,MUKTAGACHA,2022,Q1,799.63
nan,MUKTAGACHA,2022,Q2,808.51
nan,MUKTAGACHA,2022,Q3,803.11
nan,MUKTAGACHA,2023,Q1,888.95
nan,MUKTAGACHA,2023,Q2,922.7
nan,MUKTAGACHA,2024,,923.13
nan,NANDAIL,2018,Q1,202.43
nan,NANDAIL,2018,Q2,179.79
nan,NANDAIL,2018,Q3,209.83
nan,NANDAIL,2019,Q1,217.66
nan,NANDAIL,2019,Q2,225.7
nan,NANDAIL,2019,Q3,241.39
nan,NANDAIL,2020,Q1,250.35
nan,NANDAIL,2020,Q2,260.02
nan,NANDAIL,2020,Q3,264.84
nan,NANDAIL,2021,Q1,292.5
nan,NANDAIL,2021,Q2,281.28
nan,NANDAIL,2021,Q3,290.97
nan,NANDAIL,2022,Q1,329.65
nan,NANDAIL,2022,Q2,306.98
nan,NANDAIL,2022,Q3,305.03
nan,NANDAIL,2023,Q1,346.61
nan,NANDAIL,2023,Q2,340.88
nan,NANDAIL,2024,,352.64
nan,PAGLA,2018,Q1,21.29
nan,PAGLA,2018,Q2,21.5
nan,PAGLA,2018,Q3,24.6
nan,PAGLA,2019,Q1,29.01
nan,PAGLA,2019,Q2,31.3
nan,PAGLA,2019,Q3,32.69
nan,PAGLA,2020,Q1,34.96
nan,PAGLA,2020,Q2,38.17
nan,PAGLA,2020,Q3,43.64
nan,PAGLA,2021,Q1,46.95
nan,PAGLA,2021,Q2,51.49
nan,PAGLA,2021,Q3,54.89
nan,PAGLA,2022,Q1,60.57
nan,PAGLA,2022,Q2,70.04
nan,PAGLA,2022,Q3,68.62
nan,PAGLA,2023,Q1,75.73
nan,PAGLA,2023,Q2,79.38
nan,PAGLA,2024,,81.81
nan,PHULPUR,2018,Q1,204.65
nan,PHULPUR,2018,Q2,196.53
nan,PHULPUR,2018,Q3,196.82
nan,PHULPUR,2019,Q1,228.03
nan,PHULPUR,2019,Q2,230.09
nan,PHULPUR,2019,Q3,243.94
nan,PHULPUR,2020,Q1,255.52
nan,PHULPUR,2020,Q2,274.63
nan,PHULPUR,2020,Q3,280.81
nan,PHULPUR,2021,Q1,307.16
nan,PHULPUR,2021,Q2,297.46
nan,PHULPUR,2021,Q3,295.57
nan,PHULPUR,2022,Q1,323.25
nan,PHULPUR,2022,Q2,338.59
nan,PHULPUR,2022,Q3,327.69
nan,PHULPUR,2023,Q1,348.68
nan,PHULPUR,2023,Q2,321.05
nan,PHULPUR,2024,,332.35
nan,TARAKANDA,2018,Q1,110.25
nan,TARAKANDA,2018,Q2,98.98
nan,TARAKANDA,2018,Q3,95.34
nan,TARAKANDA,2019,Q1,107.99
nan,TARAKANDA,2019,Q2,103.23
nan,TARAKANDA,2019,Q3,108.12
nan,TARAKANDA,2020,Q1,116.63
nan,TARAKANDA,2020,Q2,114.38
nan,TARAKANDA,2020,Q3,117.68
nan,TARAKANDA,2021,Q1,128.28
nan,TARAKANDA,2021,Q2,126.74
nan,TARAKANDA,2021,Q3,136.62
nan,TARAKANDA,2022,Q1,158.62
nan,TARAKANDA,2022,Q2,148.24
nan,TARAKANDA,2022,Q3,149.43
nan,TARAKANDA,2023,Q1,168.75
nan,TARAKANDA,2023,Q2,167.51
nan,TARAKANDA,2024,,162.8
nan,TRISAL,2018,Q1,465.25
nan,TRISAL,2018,Q2,464.49
nan,TRISAL,2018,Q3,506.51
nan,TRISAL,2019,Q1,605.9
nan,TRISAL,2019,Q2,559.32
nan,TRISAL,2019,Q3,619.69
nan,TRISAL,2020,Q1,632.38
nan,TRISAL,2020,Q2,651.94
nan,TRISAL,2020,Q3,712.21
nan,TRISAL,2021,Q1,714.74
nan,TRISAL,2021,Q2,759.42
nan,TRISAL,2021,Q3,774.21
nan,TRISAL,2022,Q1,811.11
nan,TRISAL,2022,Q2,841.78
nan,TRISAL,2022,Q3,891.68
nan,TRISAL,2023,Q1,857.9
nan,TRISAL,2023,Q2,897.57
nan,TRISAL,2024,,913.33
NAOGAON Total,nan,2018,Q1,4448.97
NAOGAON Total,nan,2018,Q2,4284.1
NAOGAON Total,nan,2018,Q3,4428.55
NAOGAON Total,nan,2019,Q1,4881.91
NAOGAON Total,nan,2019,Q2,4908.61
NAOGAON Total,nan,2019,Q3,5075.79
NAOGAON Total,nan,2020,Q1,5522.86
NAOGAON Total,nan,2020,Q2,5618.82
NAOGAON Total,nan,2020,Q3,5825.14
NAOGAON Total,nan,2021,Q1,6053.6
NAOGAON Total,nan,2021,Q2,6186.49
NAOGAON Total,nan,2021,Q3,6238.42
NAOGAON Total,nan,2022,Q1,6716.98
NAOGAON Total,nan,2022,Q2,6675.17
NAOGAON Total,nan,2022,Q3,6664.56
NAOGAON Total,nan,2023,Q1,7214.98
NAOGAON Total,nan,2023,Q2,7113.9
NAOGAON Total,nan,2024,,7340.03
NAOGAON,ATRAI,2018,Q1,169.53
NAOGAON,ATRAI,2018,Q2,167.86
NAOGAON,ATRAI,2018,Q3,174.35
NAOGAON,ATRAI,2019,Q1,192.87
NAOGAON,ATRAI,2019,Q2,200.93
NAOGAON,ATRAI,2019,Q3,206.37
NAOGAON,ATRAI,2020,Q1,221.18
NAOGAON,ATRAI,2020,Q2,228.93
NAOGAON,ATRAI,2020,Q3,245.17
NAOGAON,ATRAI,2021,Q1,258.59
NAOGAON,ATRAI,2021,Q2,264.51
NAOGAON,ATRAI,2021,Q3,273.64
NAOGAON,ATRAI,2022,Q1,280.29
NAOGAON,ATRAI,2022,Q2,288.72
NAOGAON,ATRAI,2022,Q3,292.47
NAOGAON,ATRAI,2023,Q1,301.33
NAOGAON,ATRAI,2023,Q2,313.36
NAOGAON,ATRAI,2024,,311.59
nan,BADALGACHI,2018,Q1,114.68
nan,BADALGACHI,2018,Q2,111.4
nan,BADALGACHI,2018,Q3,109.99
nan,BADALGACHI,2019,Q1,114.68
nan,BADALGACHI,2019,Q2,109.57
nan,BADALGACHI,2019,Q3,109.92
nan,BADALGACHI,2020,Q1,126.4
nan,BADALGACHI,2020,Q2,127.55
nan,BADALGACHI,2020,Q3,135.34
nan,BADALGACHI,2021,Q1,146.74
nan,BADALGACHI,2021,Q2,145.66
nan,BADALGACHI,2021,Q3,152.48
nan,BADALGACHI,2022,Q1,166.39
nan,BADALGACHI,2022,Q2,170.36
nan,BADALGACHI,2022,Q3,172.3
nan,BADALGACHI,2023,Q1,187.87
nan,BADALGACHI,2023,Q2,189.36
nan,BADALGACHI,2024,,198.29
nan,DHAMOIRHAT,2018,Q1,94.6
nan,DHAMOIRHAT,2018,Q2,85.75
nan,DHAMOIRHAT,2018,Q3,93.38
nan,DHAMOIRHAT,2019,Q1,99.79
nan,DHAMOIRHAT,2019,Q2,90.9
nan,DHAMOIRHAT,2019,Q3,97.9
nan,DHAMOIRHAT,2020,Q1,112.03
nan,DHAMOIRHAT,2020,Q2,107.5
nan,DHAMOIRHAT,2020,Q3,110.98
nan,DHAMOIRHAT,2021,Q1,114.23
nan,DHAMOIRHAT,2021,Q2,108.71
nan,DHAMOIRHAT,2021,Q3,108.95
nan,DHAMOIRHAT,2022,Q1,122.3
nan,DHAMOIRHAT,2022,Q2,117.74
nan,DHAMOIRHAT,2022,Q3,118.82
nan,DHAMOIRHAT,2023,Q1,133.23
nan,DHAMOIRHAT,2023,Q2,131.47
nan,DHAMOIRHAT,2024,,131.73
nan,MANDA,2018,Q1,262.39
nan,MANDA,2018,Q2,263.0
nan,MANDA,2018,Q3,258.12
nan,MANDA,2019,Q1,291.26
nan,MANDA,2019,Q2,285.23
nan,MANDA,2019,Q3,289.58
nan,MANDA,2020,Q1,324.54
nan,MANDA,2020,Q2,339.22
nan,MANDA,2020,Q3,362.21
nan,MANDA,2021,Q1,371.17
nan,MANDA,2021,Q2,391.95
nan,MANDA,2021,Q3,396.65
nan,MANDA,2022,Q1,427.47
nan,MANDA,2022,Q2,427.85
nan,MANDA,2022,Q3,427.05
nan,MANDA,2023,Q1,482.63
nan,MANDA,2023,Q2,467.84
nan,MANDA,2024,,479.51
nan,MOHADEVPUR,2018,Q1,429.53
nan,MOHADEVPUR,2018,Q2,434.43
nan,MOHADEVPUR,2018,Q3,451.36
nan,MOHADEVPUR,2019,Q1,505.06
nan,MOHADEVPUR,2019,Q2,494.48
nan,MOHADEVPUR,2019,Q3,514.0
nan,MOHADEVPUR,2020,Q1,524.45
nan,MOHADEVPUR,2020,Q2,533.78
nan,MOHADEVPUR,2020,Q3,542.69
nan,MOHADEVPUR,2021,Q1,552.45
nan,MOHADEVPUR,2021,Q2,563.42
nan,MOHADEVPUR,2021,Q3,560.83
nan,MOHADEVPUR,2022,Q1,652.22
nan,MOHADEVPUR,2022,Q2,590.53
nan,MOHADEVPUR,2022,Q3,564.43
nan,MOHADEVPUR,2023,Q1,623.24
nan,MOHADEVPUR,2023,Q2,622.96
nan,MOHADEVPUR,2024,,669.56
nan,NAOGAON SADAR,2018,Q1,2434.24
nan,NAOGAON SADAR,2018,Q2,2283.49
nan,NAOGAON SADAR,2018,Q3,2393.48
nan,NAOGAON SADAR,2019,Q1,2638.38
nan,NAOGAON SADAR,2019,Q2,2662.55
nan,NAOGAON SADAR,2019,Q3,2780.54
nan,NAOGAON SADAR,2020,Q1,3054.14
nan,NAOGAON SADAR,2020,Q2,3095.7
nan,NAOGAON SADAR,2020,Q3,3223.15
nan,NAOGAON SADAR,2021,Q1,3348.43
nan,NAOGAON SADAR,2021,Q2,3389.93
nan,NAOGAON SADAR,2021,Q3,3434.0
nan,NAOGAON SADAR,2022,Q1,3696.81
nan,NAOGAON SADAR,2022,Q2,3638.84
nan,NAOGAON SADAR,2022,Q3,3713.57
nan,NAOGAON SADAR,2023,Q1,3953.52
nan,NAOGAON SADAR,2023,Q2,3934.95
nan,NAOGAON SADAR,2024,,4080.52
nan,NIAMOTPUR,2018,Q1,174.25
nan,NIAMOTPUR,2018,Q2,165.79
nan,NIAMOTPUR,2018,Q3,167.69
nan,NIAMOTPUR,2019,Q1,186.55
nan,NIAMOTPUR,2019,Q2,181.56
nan,NIAMOTPUR,2019,Q3,189.47
nan,NIAMOTPUR,2020,Q1,215.07
nan,NIAMOTPUR,2020,Q2,214.83
nan,NIAMOTPUR,2020,Q3,231.87
nan,NIAMOTPUR,2021,Q1,246.98
nan,NIAMOTPUR,2021,Q2,246.44
nan,NIAMOTPUR,2021,Q3,251.63
nan,NIAMOTPUR,2022,Q1,267.25
nan,NIAMOTPUR,2022,Q2,260.01
nan,NIAMOTPUR,2022,Q3,262.61
nan,NIAMOTPUR,2023,Q1,259.18
nan,NIAMOTPUR,2023,Q2,256.93
nan,NIAMOTPUR,2024,,268.78
nan,PATNITOLA,2018,Q1,361.72
nan,PATNITOLA,2018,Q2,361.05
nan,PATNITOLA,2018,Q3,365.18
nan,PATNITOLA,2019,Q1,407.54
nan,PATNITOLA,2019,Q2,410.61
nan,PATNITOLA,2019,Q3,417.69
nan,PATNITOLA,2020,Q1,447.83
nan,PATNITOLA,2020,Q2,453.16
nan,PATNITOLA,2020,Q3,450.72
nan,PATNITOLA,2021,Q1,483.25
nan,PATNITOLA,2021,Q2,506.0
nan,PATNITOLA,2021,Q3,509.19
nan,PATNITOLA,2022,Q1,541.77
nan,PATNITOLA,2022,Q2,569.61
nan,PATNITOLA,2022,Q3,536.53
nan,PATNITOLA,2023,Q1,609.46
nan,PATNITOLA,2023,Q2,567.55
nan,PATNITOLA,2024,,574.3
nan,PORSHA,2018,Q1,89.84
nan,PORSHA,2018,Q2,91.34
nan,PORSHA,2018,Q3,94.6
nan,PORSHA,2019,Q1,103.05
nan,PORSHA,2019,Q2,99.36
nan,PORSHA,2019,Q3,106.52
nan,PORSHA,2020,Q1,114.84
nan,PORSHA,2020,Q2,113.96
nan,PORSHA,2020,Q3,116.94
nan,PORSHA,2021,Q1,120.84
nan,PORSHA,2021,Q2,126.51
nan,PORSHA,2021,Q3,120.22
nan,PORSHA,2022,Q1,130.52
nan,PORSHA,2022,Q2,129.48
nan,PORSHA,2022,Q3,127.44
nan,PORSHA,2023,Q1,125.54
nan,PORSHA,2023,Q2,117.5
nan,PORSHA,2024,,115.81
nan,RANI NAGAR,2018,Q1,106.32
nan,RANI NAGAR,2018,Q2,99.62
nan,RANI NAGAR,2018,Q3,99.51
nan,RANI NAGAR,2019,Q1,112.41
nan,RANI NAGAR,2019,Q2,108.35
nan,RANI NAGAR,2019,Q3,109.04
nan,RANI NAGAR,2020,Q1,120.61
nan,RANI NAGAR,2020,Q2,117.41
nan,RANI NAGAR,2020,Q3,125.06
nan,RANI NAGAR,2021,Q1,131.52
nan,RANI NAGAR,2021,Q2,130.0
nan,RANI NAGAR,2021,Q3,138.39
nan,RANI NAGAR,2022,Q1,144.09
nan,RANI NAGAR,2022,Q2,147.29
nan,RANI NAGAR,2022,Q3,149.76
nan,RANI NAGAR,2023,Q1,160.08
nan,RANI NAGAR,2023,Q2,162.77
nan,RANI NAGAR,2024,,164.86
nan,SAPAHAR,2018,Q1,211.86
nan,SAPAHAR,2018,Q2,220.37
nan,SAPAHAR,2018,Q3,220.89
nan,SAPAHAR,2019,Q1,230.32
nan,SAPAHAR,2019,Q2,265.05
nan,SAPAHAR,2019,Q3,254.76
nan,SAPAHAR,2020,Q1,261.78
nan,SAPAHAR,2020,Q2,286.76
nan,SAPAHAR,2020,Q3,281.0
nan,SAPAHAR,2021,Q1,279.4
nan,SAPAHAR,2021,Q2,313.36
nan,SAPAHAR,2021,Q3,292.44
nan,SAPAHAR,2022,Q1,287.88
nan,SAPAHAR,2022,Q2,334.74
nan,SAPAHAR,2022,Q3,299.59
nan,SAPAHAR,2023,Q1,378.89
nan,SAPAHAR,2023,Q2,349.22
nan,SAPAHAR,2024,,345.08
NARAIL Total,nan,2018,Q1,1392.75
NARAIL Total,nan,2018,Q2,1370.04
NARAIL Total,nan,2018,Q3,1439.18
NARAIL Total,nan,2019,Q1,1548.02
NARAIL Total,nan,2019,Q2,1584.96
NARAIL Total,nan,2019,Q3,1764.15
NARAIL Total,nan,2020,Q1,1873.26
NARAIL Total,nan,2020,Q2,1899.2
NARAIL Total,nan,2020,Q3,1984.8
NARAIL Total,nan,2021,Q1,2112.66
NARAIL Total,nan,2021,Q2,2102.71
NARAIL Total,nan,2021,Q3,2203.09
NARAIL Total,nan,2022,Q1,2277.44
NARAIL Total,nan,2022,Q2,2322.8
NARAIL Total,nan,2022,Q3,2322.58
NARAIL Total,nan,2023,Q1,2528.6
NARAIL Total,nan,2023,Q2,2587.28
NARAIL Total,nan,2024,,2645.19
NARAIL,KALIA,2018,Q1,256.74
NARAIL,KALIA,2018,Q2,254.44
NARAIL,KALIA,2018,Q3,273.08
NARAIL,KALIA,2019,Q1,286.01
NARAIL,KALIA,2019,Q2,290.07
NARAIL,KALIA,2019,Q3,301.22
NARAIL,KALIA,2020,Q1,316.74
NARAIL,KALIA,2020,Q2,319.68
NARAIL,KALIA,2020,Q3,335.65
NARAIL,KALIA,2021,Q1,352.56
NARAIL,KALIA,2021,Q2,364.65
NARAIL,KALIA,2021,Q3,384.98
NARAIL,KALIA,2022,Q1,413.48
NARAIL,KALIA,2022,Q2,409.33
NARAIL,KALIA,2022,Q3,416.47
NARAIL,KALIA,2023,Q1,452.17
NARAIL,KALIA,2023,Q2,473.34
NARAIL,KALIA,2024,,474.01
nan,LOHAGORA,2018,Q1,442.47
nan,LOHAGORA,2018,Q2,440.38
